Text,Language
Ou ka pale dousman souple?,Haitian Creole
"Cuyah, she gwan lak she nice eee?",Jamaican Creole
Ti manham,Cape Verdean Creole
"Even doe dem caana wi an wi haffi use di Queen English fi step up ina life, Miss Lou bring pride an dignity to all a wi an mek wi luv wi culcha.",Jamaican Creole
Mi hovercraft ta yen di conglá,Papiamento
Pase yon bònn jounen,Haitian Creole
Un idioma nunka ta sufisiente,Papiamento
"So, one time long long ago, di Hebrew people dem did ah suffer inna Egypt under di Pharaoh. One day, a likkle baby boy named Moses born, but Pharaoh did want to kill all di baby boy dem, so Moses’ madda put him inna basket and float him down di river",Jamaican Creole
Yu raun we,Tok Pisin
"While him a live out deh, Moses see a burning bush, but di bush nah burn up! Jah tell Moses fi go back to Egypt and tell Pharaoh fi let di Hebrew people dem go.",Jamaican Creole
Dja N perde avion/konboiu,Cape Verdean Creole
No bodda bawl im soon cum bak,Jamaican Creole
Sapos Meri i go wokabaut,Tok Pisin
"N´ka kré más, obrigado(a)",Cape Verdean Creole
Dja N perde avion/konboiu,Cape Verdean Creole
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
D'xá-m' s'segód'!,Cape Verdean Creole
sori nogut,Tok Pisin
"Pa gen dlo menm menm. Plant ap mouri, bèt ap mouri.",Haitian Creole
Nem bilong mi,Tok Pisin
" Mi ting yet olsem nambawan samting yumi ken bungim em i wanpela 'analog' we i stret moa. Na sapos yumi mas painim wanpela analog insait long wanpela 'literary unit' we i stap pinis, mi laik kamapim dispela paragraf. ",Tok Pisin
Esta su wela o bisa wela mester,Papiamento
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
"Purba pone algun prosa riba pantaya, sinembargo, i nan ta meskla nan mes basta lihé. ",Papiamento
Algin li ta papia inglés?,Cape Verdean Creole
Yuh done know.,Jamaican Creole
Yu raun we,Tok Pisin
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Wha gwan?,Jamaican Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
She tell di pickney dem Anansi stories an sing an dance an dem luv it. Dis was my muddas first time wid Miss Lou. ,Jamaican Creole
Yuh know how fi chat Patwah,Jamaican Creole
"Si yo pa travay tè a, sa k ap rive?",Haitian Creole
Esaki tin hopi di haber ku e limitashonnan di tempu ku nos ta pretendé di sinti den e era digital.,Papiamento
Bon apre-midi,Haitian Creole
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
Likkle bit from dat shi get a show call Ring Ding pon di TV. ,Jamaican Creole
"Cuyah, she gwan lak she nice eee?",Jamaican Creole
"N´ka kré más, obrigado(a)",Cape Verdean Creole
" Mi ting yet olsem nambawan samting yumi ken bungim em i wanpela 'analog' we i stret moa. Na sapos yumi mas painim wanpela analog insait long wanpela 'literary unit' we i stap pinis, mi laik kamapim dispela paragraf. ",Tok Pisin
Esaki tin hopi di haber ku e limitashonnan di tempu ku nos ta pretendé di sinti den e era digital.,Papiamento
Mi gaan,Jamaican Creole
"Absalom! Absalom!, mi minim wanpela paragraf we i paul, i no stret, na i tantanim, samting olsem namba wan draf bilong Kerouac bilong On the Road - ol i bin pasim wantaim long ol 'bytes' tasol. Na 1 pesen em i gutpela.",Tok Pisin
Da-n lisensa,Cape Verdean Creole
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Ki non ou?,Haitian Creole
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
Da-n lisensa,Cape Verdean Creole
Ol i stap?,Tok Pisin
"Shi seh dat, even doe tings improve di trute is yuh haffi drop di patwa an try talk proppa English if yuh waan tu move up an “navigate colonized spaces.” ",Jamaican Creole
Ki non ou?,Haitian Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Rete,Haitian Creole
mi laik go long Airport,Tok Pisin
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Wanem nem bilong yu?,Tok Pisin
"N´ka kré más, obrigado(a)",Cape Verdean Creole
Danki,Papiamento
Bonjou,Haitian Creole
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
Modi bu sta?,Cape Verdean Creole
Dat a mi bredda,Jamaican Creole
Patin bianda,Cape Verdean Creole
" wanpela hap bilong wanpela 'cherry treat' we i gat soklet long en. Maski, dispela strateji i wok gut. Tim bilong mi i lus long 53 poin tasol na i no 58.",Tok Pisin
Ti manham,Cape Verdean Creole
"Rait bilong mipela oltaim i stat long pilim olsem wanpela dijitel paragraf we i no inap pinis. I no wanpela tait, strongpela paragraf bilong The Sun Also Rises o wanpela naispela, sampela taim-slinking, sampela taim-soaring paragraf bilong",Tok Pisin
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
Nhu ten ki bon.,Cape Verdean Creole
Kiko ta pasa?,Papiamento
Sa fe lon temps nou pa we,Haitian Creole
Nogat. Mi siutim koronas,Tok Pisin
em hamas?,Tok Pisin
Moki bu tchoma?,Cape Verdean Creole
Na rausim olgeta samting nogut long mipela,Tok Pisin
Boas Festas,Cape Verdean Creole
Nos ta bai.,Papiamento
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
Byen venu,Haitian Creole
" Mi ting yet olsem nambawan samting yumi ken bungim em i wanpela 'analog' we i stret moa. Na sapos yumi mas painim wanpela analog insait long wanpela 'literary unit' we i stap pinis, mi laik kamapim dispela paragraf. ",Tok Pisin
E ta bon.,Papiamento
Mi ah guh lef tiday,Jamaican Creole
Giras bilong en i waitpela tru,Tok Pisin
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
No bodda bawl im soon cum bak,Jamaican Creole
Bu cre dança ku mi?,Cape Verdean Creole
Bon dia,Cape Verdean Creole
Un lenguage nunka ta sufisiente,Papiamento
Mi gaan,Jamaican Creole
Dja N perde avion/konboiu,Cape Verdean Creole
Ta un plaser di conocebo,Papiamento
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
"Rait bilong mipela oltaim i stat long pilim olsem wanpela dijitel paragraf we i no inap pinis. I no wanpela tait, strongpela paragraf bilong The Sun Also Rises o wanpela naispela, sampela taim-slinking, sampela taim-soaring paragraf bilong",Tok Pisin
Yon jou se moun ki ka mouri tou. Depi lontan lontan lapli pa tonbe.,Haitian Creole
Bonswa,Haitian Creole
Meri i gat liklik sipsip,Tok Pisin
Pronto recuperacion,Papiamento
Ol i stap?,Tok Pisin
Moki bu tchoma?,Cape Verdean Creole
Kel é seu nome?,Cape Verdean Creole
Kiko ta pasa?,Papiamento
So dat a di story of Moses inna Jamaican patois! Give thanks fi di blessings of Jah,Jamaican Creole
Chobble nuh nice.” “Yuh inna big chobble.,Jamaican Creole
Epi ki sa Delira reponn li?,Haitian Creole
Dixâ-m' em pás!,Cape Verdean Creole
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Ki non ou?,Haitian Creole
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
" Tasol olsem histori bilong ol kampani olsem Facebook, Google na Amazon i bin lainim yumi, ol dijitel samting bilong nau inap kamap ol bikpela samting bilong wol tumora.",Tok Pisin
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
Axe har de question.,Jamaican Creole
Esta su wela o bisa wela mester,Papiamento
"N´ka kré más, obrigado(a)",Cape Verdean Creole
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
Dja N perde avion/konboiu,Cape Verdean Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Yon jou se moun ki ka mouri tou. Depi lontan lontan lapli pa tonbe.,Haitian Creole
Ti manham,Cape Verdean Creole
sori nogut,Tok Pisin
"kompletamente n'e pa su amor p'ami. El a siña mi kon ta mata galiña,",Papiamento
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
D'xá-m' s'segód'!,Cape Verdean Creole
E ta bon.,Papiamento
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
Onè Respè!,Haitian Creole
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
Fè mye talè,Haitian Creole
 Di way how she tek pride inna wi culcha and chat di patwa mek di whole a wi feel good. Pon toppa dat she inspire a whole heap a Jamaican artists to buss out with boasiness.,Jamaican Creole
"Delira: “Pa pale konsa. Se pa byen, non. Deja nou pa gen lespwa.",Haitian Creole
Ti manham,Cape Verdean Creole
Algin li ta papia inglés?,Cape Verdean Creole
Mwen renmen ou.,Haitian Creole
Byen venu,Haitian Creole
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
Jwaye Nowèl,Haitian Creole
Pogivim rong bilong mipela olsem mipela i pogivim ol arapela i mekim rong long mipela.,Tok Pisin
Fè mye talè,Haitian Creole
"Li pap tounen. Non, se vre, pa gen lespwa.",Haitian Creole
Bon maten,Haitian Creole
Nou pral ale.,Haitian Creole
Consensa,Cape Verdean Creole
lait malolo liklik,Tok Pisin
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Bon pasco di resureccion,Papiamento
Nou nan yon ti bouk pa twò lwen Pòtoprens. Bouk sa a rele Fonwouj. Li gen yon pwoblèm ki gwo anpil anpil: pa gen dlo. ,Haitian Creole
Bilong me hangamapim bot stap pulap maleo,Tok Pisin
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
"As a poet, comedian, folklorist, television and radio personality, singer and actor, di whole a Jamaica luv har like fambily and call har Miss Lou – not Louise Bennett-Coverley.",Jamaican Creole
em hamas?,Tok Pisin
"Pur favor, papia digabar",Cape Verdean Creole
Jwaye Nowèl,Haitian Creole
"Nos no tin tempu pa papia, pues nos ta manda mensahe. Nos no tin tempu pa manda mensahe pa hende spesífiko, pues nos ta aktualisá nos status di Facebook. Nos no tin tempu pa skirbi ensayonan, pues nos ta blog.",Papiamento
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Felis cumpleaño,Papiamento
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
Babay,Haitian Creole
sori nogut,Tok Pisin
Fè mye talè,Haitian Creole
Algin li ta papia inglés?,Cape Verdean Creole
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
"kompletamente n'e pa su amor p'ami. El a siña mi kon ta mata galiña,",Papiamento
Kel é seu nome?,Cape Verdean Creole
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
Ol i stap?,Tok Pisin
"While him a live out deh, Moses see a burning bush, but di bush nah burn up! Jah tell Moses fi go back to Egypt and tell Pharaoh fi let di Hebrew people dem go.",Jamaican Creole
Mi a go bak a wuk pan Chewsday.,Jamaican Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Bon maten,Haitian Creole
Nos ta bai.,Cape Verdean Creole
M'kontan fè konesans ou,Haitian Creole
"Even doe Miss Lou mek Jamaicans proud, mi mudda pine dat “patois can take you very far if you’re an artist, poet or musician, but it will not take you anywhere if you want to be a lawyer or politician ",Jamaican Creole
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
Olá,Cape Verdean Creole
Bonn fèt,Haitian Creole
"Bon, we-olsem laki bai i stap!-i kamap olsem wanpela Japanese Buddhist festival, na i no, olsem mi bin mekim pastaim i tok strong taim em i putim ol 'tiles' long bod ",Tok Pisin
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
De bwoy dem teif di bleach outta de wata,Jamaican Creole
"Modi bu sta?, Kuma ku bu sta?",Cape Verdean Creole
Sa fè lontan,Haitian Creole
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
Kum ta?,Cape Verdean Creole
Es ta bon.,Cape Verdean Creole
Sante!,Haitian Creole
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
 Quick quick shi gaan a foreign pon scholarship to di Royal Academy a Dramatic Art. ,Jamaican Creole
Mi a go bak a wuk pan Chewsday.,Jamaican Creole
Masha danki,Papiamento
Tur fecha i datonan den e buki aki ta histórikamente korekto.,Papiamento
Es ta bon.,Cape Verdean Creole
Dja N perde nhas amiga,Cape Verdean Creole
No bodda bawl im soon cum bak,Jamaican Creole
Bònn fèt pak,Haitian Creole
Frah wha pawt yuh deh,Jamaican Creole
Felisitasyon!,Haitian Creole
"Di way shi talk wid di children, an nuh tap wear di traditional Jamaican bandana dress, and di uppity weh shi chat patwa wid pride, even when di stush people dem try tu put har dung inspire di yute dem tu walk wid pride in demself.",Jamaican Creole
"Moses grow up inna di palace, but him always know say him a Hebrew",Jamaican Creole
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
"Pur favor, papia digabar",Cape Verdean Creole
Nem bilong mi,Tok Pisin
Giras bilong en i waitpela tru,Tok Pisin
Dat a mi bredda,Jamaican Creole
"Jamaicans at home and Black people all ova di worl ave to code switch, leave di language and dem tru vibe when dem seekin success.",Jamaican Creole
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Bònn jounen,Haitian Creole
mi orait tasol,Tok Pisin
De bwoy dem teif di bleach outta de wata,Jamaican Creole
Sambai long mipela long taim bilong traim. ,Tok Pisin
Yu save?,Tok Pisin
Bonjou,Haitian Creole
"Even doe Miss Lou mek Jamaicans proud, mi mudda pine dat “patois can take you very far if you’re an artist, poet or musician, but it will not take you anywhere if you want to be a lawyer or politician ",Jamaican Creole
Kijan ou ye?,Haitian Creole
Kum ta?,Cape Verdean Creole
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
